date,player1,result1,player2,result2,title,note
2006-06-06,橋本崇載,○,田中魁秀,●,C1順位戦 １回戦,有料中継
2006-06-07,高崎一生,○,松浦隆一,●,棋聖戦 一次予選,
2006-06-07,桜井昇,●,川上猛,○,朝日オープン 予選,
2006-06-07,土佐浩司,○,堀口弘治,●,朝日オープン 予選,
2006-06-07,西尾明,○,上野裕和,●,朝日オープン 予選,
2006-06-07,小阪昇,●,桐山清澄,○,朝日オープン 予選,
2006-06-07,南芳一,○,藤原直哉,●,朝日オープン 予選,
2006-06-07,神崎健二,●,杉本昌隆,○,朝日オープン 予選,
2006-06-07,森信雄,●,島本亮,○,朝日オープン 予選,
2006-06-07,伊藤博文,●,村田智弘,○,朝日オープン 予選,
2006-06-07,久津知子,○,長沢千和子,●,女流名人位 B級4回戦,
2006-06-08,熊坂学,○,瀬川晶司,●,竜王戦6組 昇決3回戦,
2006-06-08,佐藤康光,○,渡辺明,●,王位戦紅組 プレーオフ,
2006-06-08,小林宏,○,所司和晴,●,朝日オープン 予選,
2006-06-08,佐藤紳哉,○,松本佳介,●,朝日オープン 予選,
2006-06-08,安西勝一,●,片上大輔,○,朝日オープン 予選,
2006-06-08,中尾敏之,●,横山泰明,○,朝日オープン 予選,
2006-06-08,佐々木慎,○,桐谷広人,●,朝日オープン 予選,
2006-06-08,小林裕士,,堀口一史座,,銀河戦 G9回戦,詳細情報
2006-06-09,中川大輔,●,鈴木大介,○,Ｂ1順位戦 １回戦,有料中継
2006-06-09,森下卓,○,井上慶太,●,Ｂ1順位戦 １回戦,有料中継
2006-06-09,野月浩貴,●,北浜健介,○,Ｂ1順位戦 １回戦,有料中継
2006-06-09,島朗,●,行方尚史,○,Ｂ1順位戦 １回戦,有料中継
2006-06-09,森けい二,●,堀口一史座,○,Ｂ1順位戦 １回戦,有料中継
2006-06-09,高橋道雄,○,畠山鎮,●,Ｂ1順位戦 １回戦,有料中継
2006-06-09,糸谷哲郎,●,児玉孝一,○,棋聖戦 一次予選,
2006-06-09,西川慶二,●,淡路仁茂,○,朝日オープン 予選,
2006-06-09,橋本崇載,○,東和男,●,朝日オープン 予選,
2006-06-09,野田敬三,○,神吉宏充,●,朝日オープン 予選,
2006-06-09,岩根忍,●,甲斐智美,○,女流名人位戦 A級5回戦,
2006-06-09,長沢千和子,●,島井咲緒里,○,女流名人位戦 B級3回戦,
2006-06-09,山田朱未,○,中村真梨花,●,女流名人位戦 B級3回戦,
2006-06-09,上田初美,●,久津知子,○,女流名人位戦 B級2回戦,
2006-06-10,阿久津主税,,先崎学,,銀河戦 H9回戦,詳細情報
2006-06-11,伊藤博文,,行方尚史,,ＮＨＫ 1回戦,詳細情報
2006-06-13,中井広恵,●,千葉涼子,○,女流王将戦 第5局,
2006-06-13,佐々木慎,○,近藤正和,●,竜王戦4組 昇決3回戦,
2006-06-13,依田有司,●,村中秀史,○,竜王戦6組 昇決3回戦,
2006-06-13,塚田泰明,●,川上猛,○,棋聖戦 一次予選,
2006-06-13,所司和晴,●,勝又清和,○,棋聖戦 一次予選,
2006-06-13,宮田利男,○,飯島栄治,●,棋聖戦 一次予選,
2006-06-13,武者野勝巳,○,高野秀行,●,朝日オープン 予選,
2006-06-13,櫛田陽一,○,関浩,●,朝日オープン 予選,
2006-06-13,大平武洋,○,藤倉勇樹,●,朝日オープン 予選,
2006-06-14,深浦康市,○,三浦弘行,●,A級順位戦 1回戦,有料中継
2006-06-14,藤原直哉,○,大野八一雄,●,竜王戦6組 昇決3回戦,
2006-06-14,阪口悟,○,神崎健二,●,棋聖戦 一次予選,
2006-06-14,富岡英作,○,大平武洋,●,棋聖戦 一次予選,
2006-06-14,木村一基,●,北浜健介,○,棋王戦 本戦1回戦,
2006-06-14,佐藤義則,●,田村康介,○,朝日オープン 予選,
2006-06-14,熊坂学,○,金沢孝史,●,朝日オープン 予選,
2006-06-14,矢内理絵子,●,長岡裕也,○,朝日オープン 予選,
2006-06-14,田中魁秀,○,坪内利幸,●,朝日オープン 予選,
2006-06-14,長沼洋,○,山本真也,●,朝日オープン 予選,
2006-06-14,安用寺孝功,○,矢倉規広,●,朝日オープン 予選,
2006-06-14,竹部さゆり,●,高群佐知子,○,女流王位戦 白組3回戦,
2006-06-14,中村真梨花,○,室田伊緒,●,女流王位戦 紅組3回戦,
2006-06-14,島井咲緒里,●,早水千紗,○,倉敷藤花戦 2回戦,
2006-06-15,佐藤康光,○,島朗,●,王位戦 挑決,
2006-06-15,島本亮,○,西村一義,●,竜王戦6組 昇決3回戦,
2006-06-15,広瀬章人,○,武市三郎,●,竜王戦6組 昇決3回戦,
2006-06-15,達正光,○,窪田義行,●,棋聖戦 一次予選,
2006-06-15,中座真,●,瀬川晶司,○,棋聖戦 一次予選,
2006-06-15,井上慶太,○,野月浩貴,●,棋王戦 本戦1回戦,
2006-06-15,行方尚史,○,堀口一史座,●,棋王戦 本戦1回戦,
2006-06-15,滝誠一郎,○,高田尚平,●,朝日オープン 予選,
2006-06-15,伊藤能,●,中田功,○,朝日オープン 予選,
2006-06-15,脇謙二,○,有吉道夫,●,朝日オープン 予選,
2006-06-15,平藤真吾,●,畠山鎮,○,朝日オープン 予選,
2006-06-15,室田伊緒,●,中倉宏美,○,女流王位戦 紅組４回戦,
2006-06-15,中原誠,,北浜健介,,銀河戦 A10回戦,詳細情報
2006-06-15,森内俊之,○,谷川浩司,●,名人戦 第6局,有料中継
2006-06-16,先崎学,●,飯塚祐紀,○,B2順位戦 １回戦,有料中継
2006-06-16,土佐浩司,●,佐藤秀司,○,B2順位戦 １回戦,有料中継
2006-06-16,渡辺明,○,南芳一,●,B2順位戦 １回戦,有料中継
2006-06-16,内藤國雄,○,泉正樹,●,B2順位戦 １回戦,有料中継
2006-06-16,屋敷伸之,●,杉本昌隆,○,B2順位戦 １回戦,有料中継
2006-06-16,神谷広志,○,畠山成幸,●,B2順位戦 １回戦,有料中継
2006-06-16,田中寅彦,○,西川慶二,●,B2順位戦 １回戦,有料中継
2006-06-16,中村修,●,小野修一,○,B2順位戦 １回戦,有料中継・千日手
2006-06-16,加藤一二三,○,福崎文吾,●,B2順位戦 １回戦,有料中継
2006-06-16,桐山清澄,○,青野照市,●,B2順位戦 １回戦,有料中継・千日手
2006-06-16,中田宏樹,●,山崎隆之,○,B2順位戦 １回戦,有料中継
2006-06-16,北島忠雄,●,宮田敦史,○,朝日オープン 予選,
2006-06-16,阿久津主税,○,藤倉勇樹,●,新人王戦 3回戦,
2006-06-17,井上慶太,,森下卓,,銀河戦 B10回戦,詳細情報
2006-06-18,森けい二,,野月浩貴,,ＮＨＫ 1回戦,詳細情報
2006-06-19,高橋道雄,○,塚田泰明,●,竜王戦2組 昇決2回戦,
2006-06-19,南芳一,●,森下卓,○,王座戦 本戦2回戦,
2006-06-19,宮田利男,●,中川大輔,○,朝日オープン 予選,持将棋
2006-06-19,阿久津主税,○,植山悦行,●,朝日オープン 予選,
2006-06-19,飯島栄治,○,小倉久史,●,朝日オープン 予選,
2006-06-19,岡崎洋,●,松尾歩,○,朝日オープン 予選,
2006-06-20,佐藤康光,○,鈴木大介,●,棋聖戦 第2局,中継
2006-06-20,高野秀行,●,伊奈祐介,○,C2順位戦 1回戦,有料中継
2006-06-20,室岡克彦,○,佐藤和俊,●,C2順位戦 1回戦,有料中継
2006-06-20,遠山雄亮,●,村山慈明,○,C2順位戦 1回戦,有料中継
2006-06-20,武市三郎,●,佐々木慎,○,C2順位戦 1回戦,有料中継
2006-06-20,佐藤紳哉,●,横山泰明,○,C2順位戦 1回戦,有料中継
2006-06-20,村田智弘,○,真部一男,●,C2順位戦 1回戦,有料中継
2006-06-20,中村亮介,●,村中秀史,○,C2順位戦 1回戦,有料中継
2006-06-20,片上大輔,○,上野裕和,●,C2順位戦 1回戦,有料中継
2006-06-20,高崎一生,○,西尾明,●,C2順位戦 1回戦,有料中継
2006-06-20,藤倉勇樹,○,田村康介,●,C2順位戦 1回戦,有料中継
2006-06-20,松本佳介,○,達正光,●,C2順位戦 1回戦,有料中継
2006-06-20,中村太地,●,川上猛,○,C2順位戦 1回戦,有料中継
2006-06-20,大内延介,●,桜井昇,○,C2順位戦 1回戦,有料中継
2006-06-20,高田尚平,○,長岡裕也,●,C2順位戦 1回戦,有料中継
2006-06-20,所司和晴,●,小林宏,○,C2順位戦 1回戦,有料中継
2006-06-20,有吉道夫,○,児玉孝一,●,C2順位戦 1回戦,有料中継
2006-06-20,広瀬章人,○,淡路仁茂,●,C2順位戦 1回戦,有料中継
2006-06-20,矢倉規広,○,木下浩一,●,C2順位戦 1回戦,有料中継
2006-06-20,大平武洋,○,山本真也,●,C2順位戦 1回戦,有料中継・千日手
2006-06-20,中尾敏之,●,増田裕司,○,C2順位戦 1回戦,有料中継
2006-06-20,島本亮,○,阪口悟,●,C2順位戦 1回戦,有料中継
2006-06-20,東和男,○,藤原直哉,●,C2順位戦 1回戦,有料中継
2006-06-20,堀口弘治,○,糸谷哲郎,●,C2順位戦 1回戦,有料中継
2006-06-21,郷田真隆,○,羽生善治,●,A級順位戦 1回戦,有料中継
2006-06-21,藤井猛,●,中座真,○,棋王戦 本戦2回戦,
2006-06-21,菊地常夫,●,前田祐司,○,朝日オープン 予選,
2006-06-21,千葉幸生,●,大野八一雄,○,朝日オープン 予選,
2006-06-21,山崎隆之,○,先崎学,●,王将戦 一次予選,
2006-06-21,松尾香織,●,中井広恵,○,女流名人位戦 A級4回戦,
2006-06-22,渡辺明,●,飯島栄治,○,棋王戦 本戦2回戦,
2006-06-22,神吉宏充,●,小林健二,○,棋聖戦 一次予選,
2006-06-22,北浜健介,●,島朗,○,王将戦 一次予選,
2006-06-22,瀬川晶司,●,小野修一,○,朝日オープン 予選,
2006-06-22,近藤正和,○,松浦隆一,●,朝日オープン 予選,
2006-06-22,飯野健二,○,石川陽生,●,朝日オープン 予選,
2006-06-22,清水市代,○,石橋幸緒,●,女流名人位戦 A級4回戦,
2006-06-22,里見香奈,○,上田初美,●,女流名人位戦 B級3回戦,
2006-06-22,深浦康市,,松尾歩,,銀河戦 C10回戦,詳細情報
2006-06-23,木村一基,●,佐藤康光,○,王座戦 本戦2回戦,
2006-06-23,片上大輔,○,加藤一二三,●,朝日オープン 予選,
2006-06-23,田丸昇,●,中村修,○,朝日オープン 予選,
2006-06-23,堀口一史座,○,中川大輔,●,王将戦 一次予選,
2006-06-23,加瀬純一,●,松尾歩,○,棋聖戦 一次予選,
2006-06-23,田中寅彦,●,佐藤秀司,○,竜王戦4組 昇決4回戦,
2006-06-23,山田久美,●,千葉涼子,○,女流名人位戦 A級4回戦,
2006-06-23,竹部さゆり,●,里見香奈,○,女流名人位戦 B級4回戦,
2006-06-23,早水千紗,○,本田小百合,●,女流王位戦 紅組3回戦,
2006-06-24,阿部隆,,屋敷伸之,,銀河戦 D10回戦,詳細情報
2006-06-25,石川陽生,,阿久津主税,,ＮＨＫ杯 1回戦,詳細情報
2006-06-26,中村亮介,○,中座真,●,竜王戦 本戦,中継
2006-06-26,渡辺明,○,丸山忠久,●,王座戦 本戦2回戦,
2006-06-26,阿久津主税,○,増田裕司,●,竜王戦4組 昇決3回戦,
2006-06-26,大内延介,●,森けい二,○,朝日オープン 予選,
2006-06-26,富岡英作,●,西尾明,○,朝日オープン 予選,
2006-06-26,野月浩貴,●,櫛田陽一,○,朝日オープン 予選,
2006-06-26,窪田義行,○,伊奈祐介,●,朝日オープン 予選,
2006-06-26,宮田敦史,○,佐々木慎,●,新人王戦 3回戦,
2006-06-27,森下卓,○,清水上徹アマ,●,朝日オープン 予選,中継
2006-06-28,阿部隆,●,藤井猛,○,Ａ級順位戦 1回戦,有料中継
2006-06-28,遠山雄亮,●,長岡裕也,○,棋聖戦 一次予選,
2006-06-28,平藤真吾,●,矢倉規広,○,棋聖戦 一次予選,
2006-06-28,安用寺孝功,○,山本真也,●,棋聖戦 一次予選,
2006-06-28,深浦康市,○,横山泰明,●,棋王戦 本戦2回戦,
2006-06-28,沼春雄,●,豊川孝弘,○,朝日オープン 予選,
2006-06-28,真田圭一,○,達正光,●,朝日オープン 予選,
2006-06-28,野田敬三,●,浦野真彦,○,朝日オープン 予選,
2006-06-29,室岡克彦,○,飯野健二,●,竜王戦5組 昇決4回戦,
2006-06-29,高野秀行,●,佐藤和俊,○,竜王戦5組 昇決4回戦,
2006-06-29,山崎隆之,○,桐山清澄,●,竜王戦3組 昇決3回戦,
2006-06-29,佐藤康光,○,村山慈明,●,棋王戦 本戦2回戦,
2006-06-29,中村太地,○,飯塚祐紀,●,朝日オープン 予選,
2006-06-29,武市三郎,●,勝又清和,○,朝日オープン 予選,
2006-06-29,内藤國雄,●,村田智弘,○,朝日オープン 予選,
2006-06-29,田村康介,●,川上猛,○,棋聖戦 一次予選,
2006-06-29,小林裕士,●,阪口悟,○,棋聖戦 一次予選,
2006-06-29,島本亮,●,糸谷哲郎,○,新人王戦 3回戦,
2006-06-29,中井広恵,●,中倉宏美,○,女流王位戦 紅組第３回戦,
2006-06-29,井道千尋,●,千葉涼子,○,女流王位戦 白組第３回戦,
2006-06-29,郷田真隆,,青野照市,,銀河戦 E10回戦,詳細情報
2006-06-30,鈴木大介,●,島朗,○,B1順位戦 2回戦,有料中継
2006-06-30,北浜健介,○,森下卓,●,B1順位戦 2回戦,有料中継
2006-06-30,行方尚史,○,森けい二,●,B1順位戦 2回戦,有料中継
2006-06-30,堀口一史座,●,高橋道雄,○,B1順位戦 2回戦,有料中継
2006-06-30,井上慶太,○,木村一基,●,B1順位戦 2回戦,有料中継
2006-06-30,畠山鎮,○,野月浩貴,●,B1順位戦 2回戦,有料中継
2006-06-30,伊奈祐介,●,佐藤秀司,○,王将戦 一次予選,
2006-06-30,小倉久史,○,清水市代,●,棋聖戦 一次予選,
2006-06-30,阿久津主税,●,北島忠雄,○,棋聖戦 一次予選,
2006-06-30,西尾明,○,戸辺三段,●,新人王戦 3回戦,
2006-06-30,塚田泰明,●,依田有司,○,朝日オープン 予選,
2006-06-30,田中寅彦,○,加瀬純一,●,朝日オープン 予選,
2006-06-30,石田和雄,○,伊藤果,●,朝日オープン 予選,
2006-06-30,甲斐智美,○,斎田晴子,●,女流名人位戦 A級4回戦,
2006-06-30,井道千尋,○,古河彩子,●,女流王位戦 白組第４回戦,
2006-06-30,岩根忍,○,村田智穂,●,倉敷藤花 3回戦,
2006-07-01,北島忠雄,,三浦弘行,,銀河戦 F10回戦,詳細情報
2006-07-02,丸山忠久,●,深浦康市,○,日本シリーズ 1回戦,詳細情報
2006-07-02,城間春樹アマ,●,中田宏樹,○,朝日オープン 予選,中継
2006-07-02,南芳一,,高橋道雄,,ＮＨＫ杯 1回戦,詳細情報
2006-07-03,中村亮介,○,佐藤紳哉,●,竜王戦 本戦,中継
2006-07-03,西尾明,○,大内延介,●,棋聖戦 一次予選,
2006-07-03,宮田敦史,●,藤倉勇樹,○,棋聖戦 一次予選,
2006-07-03,真部一男,●,先崎学,○,朝日オープン 予選,
2006-07-04,松本佳介,●,平藤真吾,○,竜王戦4組 昇決4回戦,
2006-07-04,長沼洋,○,窪田義行,●,竜王戦5組 昇決4回戦,
2006-07-04,中田功,●,瀬川晶司,○,棋聖戦 一次予選,
2006-07-04,中川大輔,●,丸山忠久,○,棋王戦 本戦2回戦,
2006-07-04,三浦弘行,●,藤原直哉,○,王将戦 二次予選,
2006-07-04,高崎一生,○,泉正樹,●,朝日オープン 予選,
2006-07-04,行方尚史,○,村山慈明,●,朝日オープン 予選,
2006-07-04,広瀬章人,○,北浜健介,●,朝日オープン 予選,
2006-07-04,糸谷哲郎,○,福崎文吾,●,朝日オープン 予選,
2006-07-04,増田裕司,●,小林裕士,○,朝日オープン 予選,
2006-07-04,藤田綾,○,松尾香織,●,倉敷藤花 3回戦,
2006-07-05,鈴木大介,●,佐藤康光,○,棋聖戦 第3局,中継
2006-07-05,石川陽生,●,伊奈祐介,○,棋聖戦 一次予選,
2006-07-05,佐藤義則,●,依田有司,○,王位戦 予選,
2006-07-05,橋本崇載,○,谷川浩司,●,棋王戦 本戦2回戦,
2006-07-05,熊坂学,○,勝浦修,●,朝日オープン 予選,
2006-07-05,横山泰明,●,青野照市,○,朝日オープン 予選,
2006-07-05,島本亮,○,畠山成幸,●,朝日オープン 予選,
2006-07-05,千葉涼子,●,竹部さゆり,○,女流王位戦 白組4回戦,
2006-07-05,中村真梨花,●,早水千紗,○,女流王位戦 紅組4回戦,
2006-07-05,石橋幸緒,○,甲斐智美,●,倉敷藤花 3回戦,
2006-07-05,矢内理絵子,○,山田久美,●,倉敷藤花 3回戦,
2006-07-06,堀口一史座,○,村田智弘,●,竜王戦5組 昇決4回戦,
2006-07-06,小倉久史,●,飯島栄治,○,竜王戦5組 残留決定戦,
2006-07-06,武者野勝巳,●,加瀬純一,○,王位戦 予選,
2006-07-06,神谷広志,○,長岡裕也,●,朝日オープン 予選,
2006-07-06,日浦市郎,○,中座真,●,朝日オープン 予選,
2006-07-06,小林健二,○,児玉孝一,●,朝日オープン 予選,
2006-07-06,本田小百合,○,中井広恵,●,女流王位戦 紅組4回戦,
2006-07-06,小林裕士,,鈴木大介,,銀河戦 G10回戦,詳細情報
2006-07-07,富岡英作,○,北島忠雄,●,竜王戦3組 昇決3回戦,
2006-07-07,中原誠,○,山崎隆之,●,王将戦 二次予選,
2006-07-07,中村亮介,○,高橋道雄,●,朝日オープン 予選,
2006-07-07,屋敷伸之,○,大平武洋,●,朝日オープン 予選,
2006-07-07,島朗,○,室岡克彦,●,朝日オープン 予選,
2006-07-08,丸山忠久,○,佐藤康光,●,Ａ級順位戦 1回戦,有料中継
2006-07-08,阿久津主税,,高橋道雄,,銀河戦 H10回戦,詳細情報
2006-07-09,郷田真隆,○,木村一基,●,日本シリーズ 1回戦,詳細情報
2006-07-09,泉正樹,,先崎学,,ＮＨＫ杯 1回戦,詳細情報
2006-07-10,鈴木大介,●,松尾歩,○,竜王戦 本戦,中継
2006-07-10,桜井昇,●,金沢孝史,○,王位戦 予選,
2006-07-10,佐藤康光,○,森下卓,●,王座戦 準決勝,
2006-07-10,深浦康市,○,渡辺明,●,王座戦 準決勝,
2006-07-10,広瀬章人,●,島本亮,○,竜王戦6組 昇決4回戦,
2006-07-10,長沼洋,●,南芳一,○,朝日オープン 予選,
2006-07-10,井上慶太,○,阪口悟,●,朝日オープン 予選,
2006-07-11,先崎学,●,佐藤紳哉,○,棋王戦 本戦2回戦,
2006-07-11,佐々木慎,●,宮田敦史,○,竜王戦4組 昇決4回戦,
2006-07-11,伊藤能,●,長岡裕也,○,竜王戦6組 昇決4回戦,
2006-07-11,横山泰明,○,村中秀史,●,新人王戦 準々決勝,
2006-07-11,桐谷広人,●,前田祐司,○,王位戦 予選,
2006-07-11,松尾香織,●,本田小百合,○,女流名人位戦 A級5回戦,千日手
2006-07-11,高群佐知子,●,石橋幸緒,○,女流王位戦 白組4回戦,
2006-07-12,佐藤康光,●,羽生善治,○,王位戦 第1局,中継
2006-07-13,藤原直哉,○,熊坂学,●,竜王戦６組 昇決4回戦,
2006-07-13,高橋道雄,○,石川陽生,●,棋王戦 本戦2回戦,
2006-07-13,行方尚史,○,三浦弘行,●,棋王戦 本戦2回戦,
2006-07-13,鈴木大介,●,北浜健介,○,棋王戦 本戦2回戦,
2006-07-13,達正光,●,日浦市郎,○,棋聖戦 一次予選,
2006-07-13,木下浩一,○,富岡英作,●,棋聖戦 一次予選,
2006-07-13,中村亮介,●,高崎一生,○,棋聖戦 一次予選,
2006-07-13,脇謙二,●,安用寺孝功,○,棋聖戦 一次予選,
2006-07-13,島本亮,○,矢倉規広,●,棋聖戦 一次予選,
2006-07-13,大野八一雄,●,安西勝一,○,王位戦 予選,
2006-07-13,近藤正和,●,森けい二,○,朝日オープン 予選,
2006-07-13,田中魁秀,●,畠山鎮,○,朝日オープン 予選,
2006-07-13,中井広恵,●,清水市代,○,女流名人位戦 A級5回戦,
